"gender","year","home_team","away_team","home_score","home_xg","home_penalty","away_score","away_xg","away_penalty","home_manager","away_manager","attendance","venue","round","date","score","referee"
"M",2014,"Argentina","Belgium",1,NA,NA,0,NA,NA,"Alejandro Sabella","Marc Wilmots",68551,"Estádio Nacional de Brasília, Brasília","Quarter-finals","2014-07-05","1–0","Nicola Rizzoli"
"M",2014,"Netherlands","Costa Rica",0,NA,4,0,NA,3,"Louis van Gaal","Jorge Luis Pinto",51179,"Itaipava Arena Fonte Nova, Salvador","Quarter-finals","2014-07-05","(4) 0–0 (3)","Ravshan Irmatov"
"M",2014,"France","Germany",0,NA,NA,1,NA,NA,"Didier Deschamps","Joachim Löw",74240,"Estadio Jornalista Mário Filho, Rio de Janeiro","Quarter-finals","2014-07-04","0–1","Néstor Pitana"
"M",2014,"Brazil","Colombia",2,NA,NA,1,NA,NA,"Luiz Felipe Scolari","José Pekerman",60342,"Estádio Castelão, Fortaleza","Quarter-finals","2014-07-04","2–1","Carlos Velasco"
"M",2014,"Argentina","Switzerland",1,NA,NA,0,NA,NA,"Alejandro Sabella","Ottmar Hitzfeld",63255,"Arena Corinthians, São Paulo","Round of 16","2014-07-01","1–0","Jonas Eriksson"
"M",2014,"Belgium","United States",2,NA,NA,1,NA,NA,"Marc Wilmots","Jürgen Klinsmann",51227,"Itaipava Arena Fonte Nova, Salvador","Round of 16","2014-07-01","2–1","Djamel Haïmoudi"
"M",2014,"France","Nigeria",2,NA,NA,0,NA,NA,"Didier Deschamps","Stephen Keshi",67882,"Estádio Nacional de Brasília, Brasília","Round of 16","2014-06-30","2–0","Mark Geiger"
"M",2014,"Germany","Algeria",2,NA,NA,1,NA,NA,"Joachim Löw","Vahid Halilhodžić",43063,"Estádio José Pinheiro Borba, Porto Alegre","Round of 16","2014-06-30","2–1","Sandro Ricci"
"M",2014,"Netherlands","Mexico",2,NA,NA,1,NA,NA,"Louis van Gaal","Miguel Herrera",58817,"Estádio Castelão, Fortaleza","Round of 16","2014-06-29","2–1","Pedro Proença"
"M",2014,"Costa Rica","Greece",1,NA,5,1,NA,3,"Jorge Luis Pinto","Fernando Santos",41242,"Itaipava Arena Pernambuco, Recife","Round of 16","2014-06-29","(5) 1–1 (3)","Benjamin Williams"
"M",2014,"Brazil","Chile",1,NA,3,1,NA,2,"Luiz Felipe Scolari","Jorge Sampaoli",57714,"Estádio Governador Magalhães Pinto, Belo Horizonte","Round of 16","2014-06-28","(3) 1–1 (2)","Howard Webb"
"M",2014,"Colombia","Uruguay",2,NA,NA,0,NA,NA,"José Pekerman","Óscar Tabárez",73804,"Estadio Jornalista Mário Filho, Rio de Janeiro","Round of 16","2014-06-28","2–0","Björn Kuipers"
"M",2014,"United States","Germany",0,NA,NA,1,NA,NA,"Jürgen Klinsmann","Joachim Löw",41876,"Itaipava Arena Pernambuco, Recife","Group stage","2014-06-26","0–1","Ravshan Irmatov"
"M",2014,"Portugal","Ghana",2,NA,NA,1,NA,NA,"Paulo Bento","Kwesi Appiah",67540,"Estádio Nacional de Brasília, Brasília","Group stage","2014-06-26","2–1","Nawaf Shukralla"
"M",2014,"Korea Republic","Belgium",0,NA,NA,1,NA,NA,"Hong Myung-bo","Marc Wilmots",61397,"Arena Corinthians, São Paulo","Group stage","2014-06-26","0–1","Benjamin Williams"
"M",2014,"Algeria","Russia",1,NA,NA,1,NA,NA,"Vahid Halilhodžić","Fabio Capello",39311,"Estádio Joaquim Américo Guimarães, Curitiba","Group stage","2014-06-26","1–1","Cüneyt Çakιr"
"M",2014,"Bosnia and Herzegovina","IR Iran",3,NA,NA,1,NA,NA,"Safet Sušić","Carlos Queiroz",48011,"Itaipava Arena Fonte Nova, Salvador","Group stage","2014-06-25","3–1","Carlos Velasco"
"M",2014,"Nigeria","Argentina",2,NA,NA,3,NA,NA,"Stephen Keshi","Alejandro Sabella",43285,"Estádio José Pinheiro Borba, Porto Alegre","Group stage","2014-06-25","2–3","Nicola Rizzoli"
"M",2014,"Honduras","Switzerland",0,NA,NA,3,NA,NA,"Luis Suárez","Ottmar Hitzfeld",40322,"Arena da Amazônia, Manaus","Group stage","2014-06-25","0–3","Néstor Pitana"
"M",2014,"Ecuador","France",0,NA,NA,0,NA,NA,"Reinaldo Rueda","Didier Deschamps",73749,"Estadio Jornalista Mário Filho, Rio de Janeiro","Group stage","2014-06-25","0–0","Noumandiez Doué"
"M",2014,"Costa Rica","England",0,NA,NA,0,NA,NA,"Jorge Luis Pinto","Roy Hodgson",57823,"Estádio Governador Magalhães Pinto, Belo Horizonte","Group stage","2014-06-24","0–0","Djamel Haïmoudi"
"M",2014,"Italy","Uruguay",0,NA,NA,1,NA,NA,"Cesare Prandelli","Óscar Tabárez",39706,"Arena das Dunas, Natal","Group stage","2014-06-24","0–1","Marco Antonio Rodríguez"
"M",2014,"Japan","Colombia",1,NA,NA,4,NA,NA,"Alberto Zaccheroni","José Pekerman",40340,"Arena Pantanal, Cuiabá","Group stage","2014-06-24","1–4","Pedro Proença"
"M",2014,"Greece","Côte d'Ivoire",2,NA,NA,1,NA,NA,"Fernando Santos","Sabri Lamouchi",59095,"Estádio Castelão, Fortaleza","Group stage","2014-06-24","2–1","Carlos Vera"
"M",2014,"Australia","Spain",0,NA,NA,3,NA,NA,"Ange Postecoglou","Del Bosque",39375,"Estádio Joaquim Américo Guimarães, Curitiba","Group stage","2014-06-23","0–3","Nawaf Shukralla"
"M",2014,"Netherlands","Chile",2,NA,NA,0,NA,NA,"Louis van Gaal","Jorge Sampaoli",62996,"Arena Corinthians, São Paulo","Group stage","2014-06-23","2–0","Bakary Papa Gassama"
"M",2014,"Croatia","Mexico",1,NA,NA,3,NA,NA,"Niko Kovač","Miguel Herrera",41212,"Itaipava Arena Pernambuco, Recife","Group stage","2014-06-23","1–3","Ravshan Irmatov"
"M",2014,"Cameroon","Brazil",1,NA,NA,4,NA,NA,"Volker Finke","Luiz Felipe Scolari",69112,"Estádio Nacional de Brasília, Brasília","Group stage","2014-06-23","1–4","Jonas Eriksson"
"M",2014,"Belgium","Russia",1,NA,NA,0,NA,NA,"Marc Wilmots","Fabio Capello",73819,"Estadio Jornalista Mário Filho, Rio de Janeiro","Group stage","2014-06-22","1–0","Felix Brych"
"M",2014,"Korea Republic","Algeria",2,NA,NA,4,NA,NA,"Hong Myung-bo","Vahid Halilhodžić",42732,"Estádio José Pinheiro Borba, Porto Alegre","Group stage","2014-06-22","2–4","Wilmar Roldán"
"M",2014,"United States","Portugal",2,NA,NA,2,NA,NA,"Jürgen Klinsmann","Paulo Bento",40123,"Arena da Amazônia, Manaus","Group stage","2014-06-22","2–2","Néstor Pitana"
"M",2014,"Argentina","IR Iran",1,NA,NA,0,NA,NA,"Alejandro Sabella","Carlos Queiroz",57698,"Estádio Governador Magalhães Pinto, Belo Horizonte","Group stage","2014-06-21","1–0","Milorad Mažić"
"M",2014,"Germany","Ghana",2,NA,NA,2,NA,NA,"Joachim Löw","Kwesi Appiah",59621,"Estádio Castelão, Fortaleza","Group stage","2014-06-21","2–2","Sandro Ricci"
"M",2014,"Nigeria","Bosnia and Herzegovina",1,NA,NA,0,NA,NA,"Stephen Keshi","Safet Sušić",40499,"Arena Pantanal, Cuiabá","Group stage","2014-06-21","1–0","Peter O'Leary"
"M",2014,"Italy","Costa Rica",0,NA,NA,1,NA,NA,"Cesare Prandelli","Jorge Luis Pinto",40285,"Itaipava Arena Pernambuco, Recife","Group stage","2014-06-20","0–1","Enrique Osses"
"M",2014,"Switzerland","France",2,NA,NA,5,NA,NA,"Ottmar Hitzfeld","Didier Deschamps",51003,"Itaipava Arena Fonte Nova, Salvador","Group stage","2014-06-20","2–5","Björn Kuipers"
"M",2014,"Honduras","Ecuador",1,NA,NA,2,NA,NA,"Luis Suárez","Reinaldo Rueda",39224,"Estádio Joaquim Américo Guimarães, Curitiba","Group stage","2014-06-20","1–2","Benjamin Williams"
"M",2014,"Colombia","Côte d'Ivoire",2,NA,NA,1,NA,NA,"José Pekerman","Sabri Lamouchi",68748,"Estádio Nacional de Brasília, Brasília","Group stage","2014-06-19","2–1","Howard Webb"
"M",2014,"Uruguay","England",2,NA,NA,1,NA,NA,"Óscar Tabárez","Roy Hodgson",62575,"Arena Corinthians, São Paulo","Group stage","2014-06-19","2–1","Carlos Velasco"
"M",2014,"Japan","Greece",0,NA,NA,0,NA,NA,"Alberto Zaccheroni","Fernando Santos",39485,"Arena das Dunas, Natal","Group stage","2014-06-19","0–0","Joel Aguilar"
"M",2014,"Australia","Netherlands",2,NA,NA,3,NA,NA,"Ange Postecoglou","Louis van Gaal",42877,"Estádio José Pinheiro Borba, Porto Alegre","Group stage","2014-06-18","2–3","Djamel Haïmoudi"
"M",2014,"Spain","Chile",0,NA,NA,2,NA,NA,"Del Bosque","Jorge Sampaoli",74101,"Estadio Jornalista Mário Filho, Rio de Janeiro","Group stage","2014-06-18","0–2","Mark Geiger"
"M",2014,"Cameroon","Croatia",0,NA,NA,4,NA,NA,"Volker Finke","Niko Kovač",39982,"Arena da Amazônia, Manaus","Group stage","2014-06-18","0–4","Pedro Proença"
"M",2014,"Belgium","Algeria",2,NA,NA,1,NA,NA,"Marc Wilmots","Vahid Halilhodžić",56800,"Estádio Governador Magalhães Pinto, Belo Horizonte","Group stage","2014-06-17","2–1","Marcos Rodriguez"
"M",2014,"Brazil","Mexico",0,NA,NA,0,NA,NA,"Luiz Felipe Scolari","Miguel Herrera",60342,"Estádio Castelão, Fortaleza","Group stage","2014-06-17","0–0","Cüneyt Çakιr"
"M",2014,"Russia","Korea Republic",1,NA,NA,1,NA,NA,"Fabio Capello","Hong Myung-bo",37603,"Arena Pantanal, Cuiabá","Group stage","2014-06-17","1–1","Néstor Pitana"
"M",2014,"Germany","Portugal",4,NA,NA,0,NA,NA,"Joachim Löw","Paulo Bento",51081,"Itaipava Arena Fonte Nova, Salvador","Group stage","2014-06-16","4–0","Milorad Mažić"
"M",2014,"IR Iran","Nigeria",0,NA,NA,0,NA,NA,"Carlos Queiroz","Stephen Keshi",39081,"Estádio Joaquim Américo Guimarães, Curitiba","Group stage","2014-06-16","0–0","Carlos Vera"
"M",2014,"Ghana","United States",1,NA,NA,2,NA,NA,"Kwesi Appiah","Jürgen Klinsmann",39760,"Arena das Dunas, Natal","Group stage","2014-06-16","1–2","Jonas Eriksson"
"M",2014,"Switzerland","Ecuador",2,NA,NA,1,NA,NA,"Ottmar Hitzfeld","Reinaldo Rueda",68351,"Estádio Nacional de Brasília, Brasília","Group stage","2014-06-15","2–1","Ravshan Irmatov"
"M",2014,"France","Honduras",3,NA,NA,0,NA,NA,"Didier Deschamps","Luis Suárez",43012,"Estádio José Pinheiro Borba, Porto Alegre","Group stage","2014-06-15","3–0","Sandro Ricci"
"M",2014,"Argentina","Bosnia and Herzegovina",2,NA,NA,1,NA,NA,"Alejandro Sabella","Safet Sušić",74738,"Estadio Jornalista Mário Filho, Rio de Janeiro","Group stage","2014-06-15","2–1","Joel Aguilar"
"M",2014,"Colombia","Greece",3,NA,NA,0,NA,NA,"José Pekerman","Fernando Santos",57174,"Estádio Governador Magalhães Pinto, Belo Horizonte","Group stage","2014-06-14","3–0","Mark Geiger"
"M",2014,"Uruguay","Costa Rica",1,NA,NA,3,NA,NA,"Óscar Tabárez","Jorge Luis Pinto",58679,"Estádio Castelão, Fortaleza","Group stage","2014-06-14","1–3","Felix Brych"
"M",2014,"England","Italy",1,NA,NA,2,NA,NA,"Roy Hodgson","Cesare Prandelli",39800,"Arena da Amazônia, Manaus","Group stage","2014-06-14","1–2","Björn Kuipers"
"M",2014,"Côte d'Ivoire","Japan",2,NA,NA,1,NA,NA,"Sabri Lamouchi","Alberto Zaccheroni",40267,"Itaipava Arena Pernambuco, Recife","Group stage","2014-06-14","2–1","Enrique Osses"
"M",2014,"Mexico","Cameroon",1,NA,NA,0,NA,NA,"Miguel Herrera","Volker Finke",39216,"Arena das Dunas, Natal","Group stage","2014-06-13","1–0","Wilmar Roldán"
"M",2014,"Spain","Netherlands",1,NA,NA,5,NA,NA,"Del Bosque","Louis van Gaal",48173,"Itaipava Arena Fonte Nova, Salvador","Group stage","2014-06-13","1–5","Nicola Rizzoli"
"M",2014,"Chile","Australia",3,NA,NA,1,NA,NA,"Jorge Sampaoli","Ange Postecoglou",40275,"Arena Pantanal, Cuiabá","Group stage","2014-06-13","3–1","Noumandiez Doué"
"M",2014,"Brazil","Croatia",3,NA,NA,1,NA,NA,"Luiz Felipe Scolari","Niko Kovač",62103,"Arena Corinthians, São Paulo","Group stage","2014-06-12","3–1","Yuichi Nishimura"
"M",2010,"Netherlands","Spain",0,NA,NA,1,NA,NA,"Bert van Marwijk","Vicente del Bosque",84490,"Soccer City, Johannesburg","Final","2010-07-11","0–1","Howard Webb"
"M",2010,"Uruguay","Germany",2,NA,NA,3,NA,NA,"Óscar Tabárez","Joachim Löw",36254,"Nelson Mandela Bay Stadium, Port Elizabeth","Third-place match","2010-07-10","2–3",""
"M",2010,"Germany","Spain",0,NA,NA,1,NA,NA,"Joachim Löw","Vicente del Bosque",60960,"Moses Mabhida Stadium, Durban","Semi-finals","2010-07-07","0–1",""
"M",2010,"Uruguay","Netherlands",2,NA,NA,3,NA,NA,"Óscar Tabárez","Bert van Marwijk",62479,"Cape Town Stadium, Cape Town","Semi-finals","2010-07-06","2–3",""
"M",2010,"Argentina","Germany",0,NA,NA,4,NA,NA,"Diego Maradona","Joachim Löw",64100,"Cape Town Stadium, Cape Town","Quarter-finals","2010-07-03","0–4",""
"M",2010,"Paraguay","Spain",0,NA,NA,1,NA,NA,"Gerardo Martino","Vicente del Bosque",55359,"Emirates Airline Park, Johannesburg","Quarter-finals","2010-07-03","0–1",""
"M",2010,"Netherlands","Brazil",2,NA,NA,1,NA,NA,"Bert van Marwijk","Dunga",40186,"Nelson Mandela Bay Stadium, Port Elizabeth","Quarter-finals","2010-07-02","2–1",""
"M",2010,"Uruguay","Ghana",1,NA,4,1,NA,2,"Óscar Tabárez","Milovan Rajevac",84017,"Soccer City, Johannesburg","Quarter-finals","2010-07-02","(4) 1–1 (2)",""
"M",2010,"Paraguay","Japan",0,NA,5,0,NA,3,"Gerardo Martino","Takeshi Okada",36742,"Loftus Versfeld Stadium, Pretoria","Round of 16","2010-06-29","(5) 0–0 (3)",""
"M",2010,"Spain","Portugal",1,NA,NA,0,NA,NA,"Vicente del Bosque","Carlos Queiroz",62955,"Cape Town Stadium, Cape Town","Round of 16","2010-06-29","1–0",""
"M",2010,"Netherlands","Slovakia",2,NA,NA,1,NA,NA,"Bert van Marwijk","Vladimír Weiss",61962,"Moses Mabhida Stadium, Durban","Round of 16","2010-06-28","2–1",""
"M",2010,"Brazil","Chile",3,NA,NA,0,NA,NA,"Dunga","Marcelo Bielsa",54096,"Emirates Airline Park, Johannesburg","Round of 16","2010-06-28","3–0",""
"M",2010,"Germany","England",4,NA,NA,1,NA,NA,"Joachim Löw","Fabio Capello",40510,"Toyota Stadium, Bloemfontein","Round of 16","2010-06-27","4–1",""
"M",2010,"Argentina","Mexico",3,NA,NA,1,NA,NA,"Diego Maradona","Javier Aguirre",84377,"Soccer City, Johannesburg","Round of 16","2010-06-27","3–1",""
"M",2010,"Uruguay","Korea Republic",2,NA,NA,1,NA,NA,"Óscar Tabárez","Huh Jung-moo",30597,"Nelson Mandela Bay Stadium, Port Elizabeth","Round of 16","2010-06-26","2–1",""
"M",2010,"United States","Ghana",1,NA,NA,2,NA,NA,"Bob Bradley","Milovan Rajevac",34976,"Royal Bafokeng Stadium, Phokeng","Round of 16","2010-06-26","1–2",""
"M",2010,"Portugal","Brazil",0,NA,NA,0,NA,NA,"Carlos Queiroz","Dunga",62712,"Moses Mabhida Stadium, Durban","Group stage","2010-06-25","0–0",""
"M",2010,"Korea DPR","Côte d'Ivoire",0,NA,NA,3,NA,NA,"Kim Jong-hun","Sven-Göran Eriksson",34763,"Mbombela Stadium, Nelspruit","Group stage","2010-06-25","0–3",""
"M",2010,"Chile","Spain",1,NA,NA,2,NA,NA,"Marcelo Bielsa","Vicente del Bosque",41958,"Loftus Versfeld Stadium, Pretoria","Group stage","2010-06-25","1–2",""
"M",2010,"Switzerland","Honduras",0,NA,NA,0,NA,NA,"Ottmar Hitzfeld","Reinaldo Rueda",28042,"Toyota Stadium, Bloemfontein","Group stage","2010-06-25","0–0",""
"M",2010,"Paraguay","New Zealand",0,NA,NA,0,NA,NA,"Gerardo Martino","Ricki Herbert",34850,"Peter Mokaba Stadium, Polokwane","Group stage","2010-06-24","0–0",""
"M",2010,"Slovakia","Italy",3,NA,NA,2,NA,NA,"Vladimír Weiss","Marcello Lippi",53412,"Emirates Airline Park, Johannesburg","Group stage","2010-06-24","3–2",""
"M",2010,"Denmark","Japan",1,NA,NA,3,NA,NA,"Morten Olsen","Takeshi Okada",27967,"Royal Bafokeng Stadium, Phokeng","Group stage","2010-06-24","1–3",""
"M",2010,"Cameroon","Netherlands",1,NA,NA,2,NA,NA,"Paul Le Guen","Bert van Marwijk",63093,"Cape Town Stadium, Cape Town","Group stage","2010-06-24","1–2",""
"M",2010,"Slovenia","England",0,NA,NA,1,NA,NA,"Matjaž Kek","Fabio Capello",36893,"Nelson Mandela Bay Stadium, Port Elizabeth","Group stage","2010-06-23","0–1",""
"M",2010,"United States","Algeria",1,NA,NA,0,NA,NA,"Bob Bradley","Rabah Saâdane",35827,"Loftus Versfeld Stadium, Pretoria","Group stage","2010-06-23","1–0",""
"M",2010,"Ghana","Germany",0,NA,NA,1,NA,NA,"Milovan Rajevac","Joachim Löw",83391,"Soccer City, Johannesburg","Group stage","2010-06-23","0–1",""
"M",2010,"Australia","Serbia",2,NA,NA,1,NA,NA,"Pim Verbeek","Radomir Antić",37836,"Mbombela Stadium, Nelspruit","Group stage","2010-06-23","2–1",""
"M",2010,"Mexico","Uruguay",0,NA,NA,1,NA,NA,"Javier Aguirre","Óscar Tabárez",33425,"Royal Bafokeng Stadium, Phokeng","Group stage","2010-06-22","0–1",""
"M",2010,"France","South Africa",1,NA,NA,2,NA,NA,"Raymond Domenech","Carlos Alberto Parreira",39415,"Toyota Stadium, Bloemfontein","Group stage","2010-06-22","1–2",""
"M",2010,"Nigeria","Korea Republic",2,NA,NA,2,NA,NA,"Lars Lagerbäck","Huh Jung-moo",61874,"Moses Mabhida Stadium, Durban","Group stage","2010-06-22","2–2",""
"M",2010,"Greece","Argentina",0,NA,NA,2,NA,NA,"Otto Rehhagel","Diego Maradona",38891,"Peter Mokaba Stadium, Polokwane","Group stage","2010-06-22","0–2",""
"M",2010,"Portugal","Korea DPR",7,NA,NA,0,NA,NA,"Carlos Queiroz","Kim Jong-hun",63644,"Cape Town Stadium, Cape Town","Group stage","2010-06-21","7–0",""
"M",2010,"Chile","Switzerland",1,NA,NA,0,NA,NA,"Marcelo Bielsa","Ottmar Hitzfeld",34872,"Nelson Mandela Bay Stadium, Port Elizabeth","Group stage","2010-06-21","1–0",""
"M",2010,"Spain","Honduras",2,NA,NA,0,NA,NA,"Vicente del Bosque","Reinaldo Rueda",54386,"Emirates Airline Park, Johannesburg","Group stage","2010-06-21","2–0",""
"M",2010,"Slovakia","Paraguay",0,NA,NA,2,NA,NA,"Vladimír Weiss","Gerardo Martino",26643,"Toyota Stadium, Bloemfontein","Group stage","2010-06-20","0–2",""
"M",2010,"Italy","New Zealand",1,NA,NA,1,NA,NA,"Marcello Lippi","Ricki Herbert",38229,"Mbombela Stadium, Nelspruit","Group stage","2010-06-20","1–1",""
"M",2010,"Brazil","Côte d'Ivoire",3,NA,NA,1,NA,NA,"Dunga","Sven-Göran Eriksson",84455,"Soccer City, Johannesburg","Group stage","2010-06-20","3–1",""
"M",2010,"Netherlands","Japan",1,NA,NA,0,NA,NA,"Bert van Marwijk","Takeshi Okada",62010,"Moses Mabhida Stadium, Durban","Group stage","2010-06-19","1–0",""
"M",2010,"Ghana","Australia",1,NA,NA,1,NA,NA,"Milovan Rajevac","Pim Verbeek",34812,"Royal Bafokeng Stadium, Phokeng","Group stage","2010-06-19","1–1",""
"M",2010,"Cameroon","Denmark",1,NA,NA,2,NA,NA,"Paul Le Guen","Morten Olsen",38074,"Loftus Versfeld Stadium, Pretoria","Group stage","2010-06-19","1–2",""
"M",2010,"Germany","Serbia",0,NA,NA,1,NA,NA,"Joachim Löw","Radomir Antić",38294,"Nelson Mandela Bay Stadium, Port Elizabeth","Group stage","2010-06-18","0–1",""
"M",2010,"Slovenia","United States",2,NA,NA,2,NA,NA,"Matjaž Kek","Bob Bradley",45573,"Emirates Airline Park, Johannesburg","Group stage","2010-06-18","2–2",""
"M",2010,"England","Algeria",0,NA,NA,0,NA,NA,"Fabio Capello","Rabah Saâdane",64100,"Cape Town Stadium, Cape Town","Group stage","2010-06-18","0–0",""
"M",2010,"Argentina","Korea Republic",4,NA,NA,1,NA,NA,"Diego Maradona","Huh Jung-moo",82174,"Soccer City, Johannesburg","Group stage","2010-06-17","4–1",""
"M",2010,"Greece","Nigeria",2,NA,NA,1,NA,NA,"Otto Rehhagel","Lars Lagerbäck",31593,"Toyota Stadium, Bloemfontein","Group stage","2010-06-17","2–1",""
"M",2010,"France","Mexico",0,NA,NA,2,NA,NA,"Raymond Domenech","Javier Aguirre",35370,"Peter Mokaba Stadium, Polokwane","Group stage","2010-06-17","0–2",""
"M",2010,"Honduras","Chile",0,NA,NA,1,NA,NA,"Reinaldo Rueda","Marcelo Bielsa",32664,"Mbombela Stadium, Nelspruit","Group stage","2010-06-16","0–1",""
"M",2010,"Spain","Switzerland",0,NA,NA,1,NA,NA,"Vicente del Bosque","Ottmar Hitzfeld",62453,"Moses Mabhida Stadium, Durban","Group stage","2010-06-16","0–1",""
"M",2010,"South Africa","Uruguay",0,NA,NA,3,NA,NA,"Carlos Alberto Parreira","Óscar Tabárez",42658,"Loftus Versfeld Stadium, Pretoria","Group stage","2010-06-16","0–3",""
"M",2010,"New Zealand","Slovakia",1,NA,NA,1,NA,NA,"Ricki Herbert","Vladimír Weiss",23871,"Royal Bafokeng Stadium, Phokeng","Group stage","2010-06-15","1–1",""
"M",2010,"Côte d'Ivoire","Portugal",0,NA,NA,0,NA,NA,"Sven-Göran Eriksson","Carlos Queiroz",37034,"Nelson Mandela Bay Stadium, Port Elizabeth","Group stage","2010-06-15","0–0",""
"M",2010,"Brazil","Korea DPR",2,NA,NA,1,NA,NA,"Dunga","Kim Jong-hun",54331,"Emirates Airline Park, Johannesburg","Group stage","2010-06-15","2–1",""
"M",2010,"Netherlands","Denmark",2,NA,NA,0,NA,NA,"Bert van Marwijk","Morten Olsen",83465,"Soccer City, Johannesburg","Group stage","2010-06-14","2–0",""
"M",2010,"Japan","Cameroon",1,NA,NA,0,NA,NA,"Takeshi Okada","Paul Le Guen",30620,"Toyota Stadium, Bloemfontein","Group stage","2010-06-14","1–0",""
"M",2010,"Italy","Paraguay",1,NA,NA,1,NA,NA,"Marcello Lippi","Gerardo Martino",62869,"Cape Town Stadium, Cape Town","Group stage","2010-06-14","1–1",""
"M",2010,"Algeria","Slovenia",0,NA,NA,1,NA,NA,"Rabah Saâdane","Matjaž Kek",30325,"Peter Mokaba Stadium, Polokwane","Group stage","2010-06-13","0–1",""
"M",2010,"Serbia","Ghana",0,NA,NA,1,NA,NA,"Radomir Antić","Milovan Rajevac",38833,"Loftus Versfeld Stadium, Pretoria","Group stage","2010-06-13","0–1",""
"M",2010,"Germany","Australia",4,NA,NA,0,NA,NA,"Joachim Löw","Pim Verbeek",62660,"Moses Mabhida Stadium, Durban","Group stage","2010-06-13","4–0",""
"M",2010,"Korea Republic","Greece",2,NA,NA,0,NA,NA,"Huh Jung-moo","Otto Rehhagel",31513,"Nelson Mandela Bay Stadium, Port Elizabeth","Group stage","2010-06-12","2–0",""
"M",2010,"Argentina","Nigeria",1,NA,NA,0,NA,NA,"Diego Maradona","Lars Lagerbäck",55686,"Emirates Airline Park, Johannesburg","Group stage","2010-06-12","1–0",""
"M",2010,"England","United States",1,NA,NA,1,NA,NA,"Fabio Capello","Bob Bradley",38646,"Royal Bafokeng Stadium, Phokeng","Group stage","2010-06-12","1–1",""
"M",2010,"South Africa","Mexico",1,NA,NA,1,NA,NA,"Carlos Alberto Parreira","Javier Aguirre",84490,"Soccer City, Johannesburg","Group stage","2010-06-11","1–1",""
"M",2010,"Uruguay","France",0,NA,NA,0,NA,NA,"Óscar Tabárez","Raymond Domenech",64100,"Cape Town Stadium, Cape Town","Group stage","2010-06-11","0–0",""
"M",2006,"Italy","France",1,NA,5,1,NA,3,"Marcello Lippi","Raymond Domenech",69000,"Olympiastadion Berlin, Berlin","Final","2006-07-09","(5) 1–1 (3)",""
"M",2006,"Germany","Portugal",3,NA,NA,1,NA,NA,"Jürgen Klinsmann","Luiz Felipe Scolari",52000,"Mercedes-Benz Arena, Stuttgart","Third-place match","2006-07-08","3–1",""
"M",2006,"Portugal","France",0,NA,NA,1,NA,NA,"Luiz Felipe Scolari","Raymond Domenech",66000,"Allianz Arena, München","Semi-finals","2006-07-05","0–1",""
